word,reading,meanings,level
吐く,はく,(1) to breathe; (2) to tell (lies); (3) to vomit; to disgorge,N3
登山,とざん,mountain-climbing,N3
途端,とたん,just (now; at the moment; etc.),N3
都,みやこ,capital,N3
都会,とかい,city,N3
都市,とし,town; city; municipal; urban,N3
努力,どりょく,great effort; exertion; endeavour; effort,N3
度,たび,counter for occurrences,N3
土,つち,earth; soil,N3
土産,みやげ,present; souvenir,N3
土地,とち,plot of land; lot; soil,N3
土曜,どよう,Saturday,N3
倒す,たおす,to throw down; to beat; to bring down; to blow down,N3
党,とう,party (political),N3
凍る,こおる,to freeze; to be frozen over; to congeal,N3
刀,かたな,sword; saber; knife; engraving tool,N3
塔,とう,tower; pagoda,N3
投票,とうひょう,voting; poll,N3
灯,ひ,light,N3
当たる,あたる,to be hit; to be successful; to be equivalent to,N3
当てる,あてる,to hit; to apply a patch,N3
当時,とうじ,at that time; in those days,N3
等,など,et cetera; etc.; and the like,N3
等しい,ひとしい,equal,N3
答案,とうあん,examination paper; examination script,N3
到着,とうちゃく,arrival,N3
豆,まめ,beans; peas,N3
頭痛,ずつう,headache,N3
働き,はたらき,work; labor,N3
動かす,うごかす,to move; to shift,N3
動詞,どうし,verb,N3
同一,どういつ,identity; sameness; similarity,N3
同時,どうじ,simultaneous(ly); concurrent; same time; synchronous,N3
同様,どうよう,identical; equal to; same (kind); like,N3
同僚,どうりょう,coworker; colleague; associate,N3
道徳,どうとく,morals,N3
道路,どうろ,road; highway,N3
得る,える,to get; to gain; to win,N3
得意,とくい,pride; triumph; prosperity,N3
特徴,とくちょう,feature; characteristic,N3
毒,どく,poison; toxicant,N3
独り,ひとり,alone; unmarried,N3
独身,どくしん,bachelorhood; single; unmarried; celibate,N3
独特,どくとく,peculiarity; uniqueness; characteristic,N3
独立,どくりつ,independence (e.g. Ind. Day); self-support,N3
読み,よみ,reading,N3
読書,どくしょ,reading,N3
突然,とつぜん,abruptly; suddenly; unexpectedly; all at once,N3
届く,とどく,to reach,N3
曇,くもり,cloudiness; cloudy weather; shadow,N3
内,うち,inside,N3
内容,ないよう,subject; contents; matter; substance; detail; import,N3
謎,なぞ,riddle; puzzle; enigma,N3
鍋,なべ,saucepan; pot,N3
縄,なわ,rope; hemp,N3
二十,はたち,20 years old; 20th year,N3
匂い,におい,odour; scent; smell; stench,N3
日,にち,sun; sunshine; day,N3
日光,にっこう,sunlight,N3
日常,にちじょう,ordinary; regular; everyday; usual,N3
日中,にっちゅう,daytime; broad daylight,N3
日付,ひづけ,date; dating,N3
日本,にっぽん,Japan,N3
日曜,にちよう,Sunday,N3
入院,にゅういん,hospitalization,N3
入学,にゅうがく,entry to school or university; matriculation,N3
入場,にゅうじょう,entrance; admission; entering,N3
任せる,まかせる,to entrust to another; to leave to,N3
認める,みとめる,to recognize; to appreciate; to approve; to admit; to notice,N3
濡れる,ぬれる,to get wet,N3
寧ろ,むしろ,rather; better; instead,N3
熱心,ねっしん,zeal; enthusiasm,N3
熱帯,ねったい,tropics,N3
熱中,ねっちゅう,nuts!; enthusiasm; zeal; mania,N3
年間,ねんかん,year,N3
年寄,としより,old people; the aged,N3
年月,としつき,months and years,N3
年代,ねんだい,age; era; period; date,N3
年中,ねんじゅう,whole year; always; everyday,N3
年齢,ねんれい,age; years,N3
燃える,もえる,to burn,N3
悩む,なやむ,to be worried; to be troubled,N3
濃い,こい,thick (as of color; liquid); dense; strong,N3
納得,なっとく,consent; assent; understanding,N3
能,のう,being skilled in; nicely; properly,N3
能力,のうりょく,ability; faculty,N3
農家,のうか,farmer; farm family,N3
農業,のうぎょう,agriculture,N3
農民,のうみん,farmers; peasants,N3
波,なみ,wave,N3
破る,やぶる,to tear; to violate; to defeat; to smash; to destroy,N3
破産,はさん,(personal) bankruptcy,N3
馬,うま,(1) horse; (2) promoted bishop (shogi),N3
馬鹿,ばか,fool; idiot; trivial matter; folly,N3
俳優,はいゆう,actor; actress; player; performer,N3
背,せい,height; stature,N3
配達,はいたつ,delivery; distribution,N3
梅,うめ,plum; plum-tree; lowest (of a three-tier ranking system),N3
梅雨,つゆ,rainy season; rain during the rainy season,N3
売れる,うれる,to be sold,N3
博士,はかせ,doctorate; PhD,N3
博物館,はくぶつかん,museum,N3
拍手,はくしゅ,clapping hands; applause,N3
爆発,ばくはつ,explosion; detonation; eruption,N3
莫大,ばくだい,enormous; vast,N3
肌,はだ,skin,N3
畑,はたけ,field,N3
発見,はっけん,discovery; detection; finding,N3
発行,はっこう,issue (publications),N3
発車,はっしゃ,departure of a vehicle,N3
発達,はったつ,development; growth,N3
発展,はってん,development; growth,N3
発表,はっぴょう,announcement; publication,N3
発明,はつめい,invention,N3
髪の毛,かみのけ,hair (head),N3
罰する,ばっする,to punish; to penalize,N3
抜く,ぬく,to extract; to omit; to surpass; to draw out; to unplug,N3
抜ける,ぬける,to come out; to fall out; to be omitted,N3
判断,はんだん,judgement; decision,N3
半ば,なかば,middle; half; semi; halfway; partly,N3
反抗,はんこう,opposition; resistance,N3
板,いた,board; plank,N3
犯罪,はんざい,crime,N3
犯人,はんにん,offender; criminal,N3
販売,はんばい,sale; selling; marketing,N3
範囲,はんい,extent; scope; sphere; range,N3
飯,めし,(sl) meals; food,N3
否,いや,no; the noes,N3
否定,ひてい,negation; denial; repudiation,N3
彼等,かれら,they (usually male),N3
悲しむ,かなしむ,to be sad; to mourn for; to regret,N3
悲劇,ひげき,tragedy,N3
批判,ひはん,criticism; judgement; comment,N3
批評,ひひょう,criticism; review; commentary,N3
比較,ひかく,comparison,N3
疲れ,つかれ,tiredness; fatigue,N3
皮,かわ,skin; hide; leather; fur; pelt; bark; shell,N3
秘密,ひみつ,secret; secrecy,N3
被る,かぶる,to suffer,N3
被害,ひがい,damage,N3
費用,ひよう,cost; expense,N3
避ける,さける,(1) to avoid (physical contact ); (2) to ward off; to avert,N3
非常,ひじょう,emergency; extraordinary; unusual,N3
飛ばす,とばす,to skip over; to omit,N3
飛び出す,とびだす,to jump out; to rush out; to fly out,N3
飛行,ひこう,aviation,N3
備える,そなえる,to furnish; to provide for; to equip; to install,N3
微笑む,ほほえむ,to smile,N3
微妙,びみょう,delicate; subtle,N3
美人,びじん,beautiful person (woman),N3
膝,ひざ,knee; lap,N3
必ずしも,かならずしも,(not) always; (not) necessarily; (not) all; (not) entirely,N3
必死,ひっし,inevitable death; desperation; frantic; inevitable result,N3
筆,ふで,writing brush,N3
紐,ひも,(1) string; cord; (2) pimp,N3
氷,こおり,ice; hail,N3
表,ひょう,table (e.g. Tab 1); chart; list,N3
表す,あらわす,to express; to show; to reveal,N3
表現,ひょうげん,expression; presentation; representation (math),N3
表情,ひょうじょう,facial expression,N3
表面,ひょうめん,surface; outside; face; appearance,N3
評価,ひょうか,valuation; estimation; assessment; evaluation,N3
評判,ひょうばん,fame; reputation; popularity; arrant,N3
描く,えがく,to draw; to paint; to sketch; to depict; to describe,N3
秒,びょう,second (60th min),N3
品,しな,thing; article; goods; dignity; article (goods); counter for meal courses,N3
貧しい,まずしい,poor; needy,N3
瓶,びん,bottle,N3
不,ふ,un; non; negative prefix,N3
不安,ふあん,anxiety; uneasiness; insecurity; suspense,N3
不可,ふか,wrong; bad; improper; unjustifiable; inadvisable,N3
不幸,ふこう,unhappiness; sorrow; misfortune; disaster; accident; death,N3
不思議,ふしぎ,mystery; curiosity,N3
不自由,ふじゆう,discomfort; disability; inconvenience; destitution,N3
不正,ふせい,injustice; unfairness,N3
不足,ふそく,insufficiency; shortage; deficiency; lack; dearth,N3
不平,ふへい,complaint; discontent; dissatisfaction,N3
不満,ふまん,dissatisfaction; displeasure; discontent; complaints; unhappiness,N3
不利,ふり,disadvantage; handicap; unfavorable; drawback,N3
付き合い,つきあい,association; socializing; fellowship,N3
付ける,つける,to attach; to join; to add; to append,N3
夫人,ふじん,wife; Mrs; madam,N3
夫婦,ふうふ,married couple; husband and wife,N3
婦人,ふじん,woman; female,N3
布,ぬの,cloth,N3
普段,ふだん,usually; habitually; ordinarily; always,N3
父親,ちちおや,father,N3
腐る,くさる,to rot; to go bad,N3
負け,まけ,defeat; loss; losing (a game),N3
武器,ぶき,weapon; arms; ordinance,N3
舞台,ぶたい,stage (theatre),N3
部分,ぶぶん,portion; section; part,N3
風景,ふうけい,scenery,N3
風呂,ふろ,bath,N3
幅,はば,width; breadth,N3
服装,ふくそう,garments,N3
腹,はら,abdomen; belly; stomach,N3
覆う,おおう,to cover; to hide; to conceal; to wrap; to disguise,N3
仏,ほとけ,Buddha; merciful person; Buddhist image; the dead,N3
物音,ものおと,sounds,N3
物価,ぶっか,prices of commodities; prices (in general),N3
物語,ものがたり,tale; story; legend,N3
物事,ものごと,things; everything,N3
物質,ぶっしつ,material; substance,N3
物理,ぶつり,physics,N3
分,ぶ,dividing; part,N3
分ける,わける,to divide; to separate,N3
分析,ぶんせき,analysis,N3
分野,ぶんや,field; sphere; realm; division; branch,N3
粉,こな,flour; meal; powder,N3
雰囲気,ふんいき,atmosphere (e.g. musical); mood; ambience,N3
文,ぶん,sentence,N3
文句,もんく,phrase; complaint,N3
文字,もじ,letter (of alphabet); character,N3
文明,ぶんめい,civilization; culture,N3
塀,へい,wall; fence,N3
平ら,たいら,flatness; level; smooth; calm; plain,N3
平均,へいきん,equilibrium; balance; average; mean,N3
平等,びょうどう,equality (a); impartiality; evenness,N3
平和,へいわ,peace; harmony,N3
柄,え,handle; grip,N3
閉じる,とじる,to close (e.g. book; eyes); to shut,N3
癖,くせ,a habit (often a bad habit); peculiarity,N3
別に,べつに,(not) particularly; nothing,N3
別れ,わかれ,parting; separation; farewell,N3
変化,へんか,goblin; ghost; apparition; bugbear,N3
変更,へんこう,change; modification; alteration,N3
辺り,あたり,vicinity; nearby,N3
便,びん,way; means,N3
便り,たより,news; tidings; information; correspondence; letter,N3
勉強,べんきょう,study; diligence; discount; reduction,N3
弁当,べんとう,box lunch,N3
保証,ほしょう,guarantee; security; assurance; pledge; warranty,N3
保存,ほぞん,preservation; conservation; storage; maintenance,N3
捕まる,つかまる,to be caught; to be arrested,N3
歩道,ほどう,footpath; walkway; sidewalk,N3
墓,はか,grave; tomb,N3
暮らし,くらし,living; livelihood; subsistence; circumstances,N3
暮らす,くらす,to live; to get along,N3
暮れ,くれ,year end; sunset; nightfall; end,N3
母親,ははおや,mother,N3
包み,つつみ,bundle; package; parcel; bale,N3
報告,ほうこく,report; information,N3
宝,たから,treasure,N3
宝石,ほうせき,gem; jewel,N3
抱える,かかえる,to hold or carry under or in the arms,N3
抱く,いだく,(sl) to embrace; to hug; to harbour; to entertain,N3
放す,はなす,to separate; to set free,N3
放送,ほうそう,broadcast; broadcasting,N3
方,ほう,side,N3
方々,かたがた,persons; this and that; here and there; everywhere,N3
方向,ほうこう,direction; course; way,N3
方法,ほうほう,method; manner; way; means; technique,N3
法,ほう,Act (law: the X Act),N3
泡,あわ,bubble; foam; froth; head on beer,N3
褒める,ほめる,to praise; to admire; to speak well,N3
訪問,ほうもん,call; visit,N3
豊か,ゆたか,abundant; wealthy; plentiful; rich,N3
豊富,ほうふ,abundance; wealth; plenty; bounty,N3
飽きる,あきる,to get tired of; to lose interest in; to have enough,N3
望み,のぞみ,wish; desire; (a) hope,N3
望む,のぞむ,to desire; to wish for; to see; to command (a view of),N3
棒,ぼう,pole; rod; stick,N3
冒険,ぼうけん,risk; venture; adventure,N3
防ぐ,ふせぐ,to defend (against); to protect; to prevent,N3
吠える,ほえる,to bark; to bay; to howl; to bellow; to roar; to cry,N3
頬,ほほ,cheek (of face),N3
本人,ほんにん,the person himself,N3
本当,ほんと,truth; reality,N3
本物,ほんもの,genuine article,N3
幕,まく,curtain; bunting; act (in play),N3
又,また,again; and,N3
末,すえ,the end of; powder,N3
万一,まんいち,by some chance; by some possibility; if by any chance; 10E4:1 odds,N3
満ちる,みちる,to be full; to rise (tide); to mature; to expire,N3
満足,まんぞく,satisfaction,N3
味方,みかた,friend; ally; supporter,N3
未だ,まだ,yet; still; more; besides,N3
未来,みらい,future (life; tense),N3
魅力,みりょく,charm; fascination; glamour,N3
妙,みょう,strange; unusual,N3
務め,つとめ,(1) service; duty; (2) Buddhist religious services,N3
夢中,むちゅう,daze; (in a) trance; ecstasy; delirium; engrossment,N3
無,ぶ,nothing; naught; nil; zero,N3
無し,なし,without,N3
無視,むし,disregard; ignore,N3
無事,ぶじ,safety; peace; quietness,N3
無駄,むだ,futility; uselessness,N3
無料,むりょう,free; no charge,N3
霧,きり,fog; mist,N3
名,な,name; reputation,N3
名人,めいじん,master; expert,N3
命,いのち,command; decree; life; destiny,N3
命じる,めいじる,to order; to command; to appoint,N3
命令,めいれい,order; command; decree; directive; (software) instruction,N3
明かり,あかり,lamplight; light (in general); brightness,N3
明ける,あける,to dawn; to become daylight,N3
明らか,あきらか,obvious; evident; clear,N3
明確,めいかく,clear up; clarify; define,N3
明後日,みょうごにち,day after tomorrow,N3
迷子,まいご,lost (stray) child,N3
迷惑,めいわく,trouble; bother; annoyance,N3
滅多に,めったに,rarely (with neg. verb); seldom,N3
免許,めんきょ,license; permit; licence; certificate,N3
綿,めん,cotton; padding,N3
面,めん,face; mug; surface; facial features; mask; face guard; side or facet; corner; page,N3
面倒,めんどう,trouble; difficulty; care; attention,N3
模様,もよう,pattern; figure; design,N3
毛布,もうふ,blanket,N3
木曜,もくよう,Thursday,N3
黙る,だまる,to be silent,N3
目的,もくてき,purpose; goal; aim; objective; intention,N3
目標,もくひょう,mark; objective; target,N3
勿論,もちろん,of course; certainly; naturally,N3
尤も,もっとも,quite right; plausible; natural; but then; although,N3
戻す,もどす,to restore; to put back; to return,N3
貰う,もらう,to receive,N3
問い,とい,question; query,N3
夜,よ,evening; night,N3
夜中,よなか,midnight; dead of night,N3
夜明け,よあけ,dawn; daybreak,N3
野,の,field,N3
厄介,やっかい,trouble; burden; care; bother,N3
役,やく,use; service; role; position,N3
役割,やくわり,part; assigning (allotment of) parts; role; duties,N3
約,やく,approximately; about; some,N3
訳,やく,meaning; reason; circumstances; can be deduced; situation,N3
愉快,ゆかい,pleasant; happy,N3
油,あぶら,oil,N3
輸出,ゆしゅつ,export,N3
輸入,ゆにゅう,importation; import; introduction,N3
唯,ただ,free of charge; mere; sole; only; usual; common,N3
唯一,ゆいいつ,only; sole; unique,N3
優れる,すぐれる,to surpass; to outstrip; to excel,N3
優秀,ゆうしゅう,superiority; excellence,N3
優勝,ゆうしょう,overall victory; championship,N3
勇気,ゆうき,courage; bravery; valour; nerve; boldness,N3
友,とも,friend; companion; pal,N3
友情,ゆうじょう,friendship; fellowship,N3
友人,ゆうじん,friend,N3
有る,ある,to be; to have,N3
有効,ゆうこう,validity; availability; effectiveness,N3
有能,ゆうのう,able; capable; efficient; skill,N3
有利,ゆうり,advantageous; better; profitable; lucrative,N3
誘う,さそう,(1) to invite; to ask; (2) to tempt; to lure; to induce,N3
郵便,ゆうびん,mail; postal service,N3
夕べ,ゆうべ,evening,N3
予期,よき,expectation; assume will happen; forecast,N3
予算,よさん,estimate; budget,N3
予測,よそく,prediction; estimation,N3
予報,よほう,forecast; prediction,N3
予防,よぼう,prevention; precaution; protection against,N3
余り,あまり,not very (used as adverb); not much,N3
余分,よぶん,extra; excess; surplus,N3
余裕,よゆう,surplus; composure; margin; room; time; allowance; scope; rope,N3
与える,あたえる,to give; to present; to award,N3
預ける,あずける,to give into custody; to entrust; to deposit,N3
幼い,おさない,very young; childish,N3
容易,ようい,easy; simple; plain,N3
曜日,ようび,day of the week,N3
様,よう,way; manner; kind,N3
様々,さまざま,varied; various,N3
様子,ようす,aspect; state; appearance,N3
用いる,もちいる,to use; to make use of,N3
用心,ようじん,care; precaution; guarding; caution,N3
要するに,ようするに,in a word; after all; the point is ..; in short ..,N3
要求,ようきゅう,request; demand; requisition,N3
要素,ようそ,element,N3
要点,ようてん,gist; main point,N3
陽気,ようき,season; weather; cheerfulness,N3
浴びる,あびる,to bathe; to bask in the sun; to shower,N3
翼,つばさ,wings,N3
裸,はだか,naked; nude,N3
来,らい,for (10 days); next (year),N3
頼る,たよる,to rely on; to have recourse to; to depend on,N3
雷,かみなり,thunder,N3
嵐,あらし,storm; tempest,N3
利益,りえき,profits; gains; (political; economic) interest,N3
利口,りこう,clever; shrewd; bright; sharp; wise; intelligent,N3
履く,はく,to wear; to put on (lower body),N3
理解,りかい,understanding; comprehension,N3
理想,りそう,ideal,N3
裏切る,うらぎる,to betray; to turn traitor to; to double-cross,N3
離す,はなす,to part; divide; separate,N3
離れる,はなれる,to be separated from; to leave; to go away; to be a long way off,N3
離婚,りこん,divorce,N3
陸,りく,six (used in legal documents),N3
率,りつ,rate; ratio; proportion; percentage,N3
立ち上がる,たちあがる,to stand up,N3
立場,たちば,standpoint; position; situation,N3
立派,りっぱ,splendid; fine; handsome; elegant; imposing; prominent; legal; legitimate,N3
流す,ながす,to drain; to float; to shed (blood; tears); to cruise (e.g. taxi),N3
流れ,ながれ,stream; current,N3
流れる,ながれる,to stream; to flow; to run (ink); to be washed away,N3
流行,りゅうこう,fashionable; fad; in vogue; prevailing,N3
留める,とめる,to fasten; to turn off; to detain,N3
留学,りゅうがく,studying abroad,N3
旅,たび,travel; trip; journey,N3
両替,りょうがえ,change; money exchange,N3
料金,りょうきん,fee; charge; fare,N3
量,りょう,quantity; amount; volume; portion (of food),N3
輪,わ,ring; hoop; circle,N3
涙,なみだ,tear,N3
例,れい,instance; example; case,N3
冷静,れいせい,calm; composure; coolness; serenity,N3
礼,れい,expression of gratitude,N3
礼儀,れいぎ,manners; courtesy; etiquette,N3
列,れつ,queue; line; row,N3
列車,れっしゃ,train (ordinary),N3
劣る,おとる,to fall behind; to be inferior to,N3
恋,こい,love; tender passion,N3
恋人,こいびと,lover; sweetheart,N3
練習,れんしゅう,practice,N3
連れ,つれ,companion; company,N3
連想,れんそう,association (of ideas); suggestion,N3
連続,れんぞく,serial; consecutive; continuity; continuing,N3
労働,ろうどう,manual labor; toil; work,N3
老い,おい,old age; old person; the old; the aged,N3
老人,ろうじん,the aged; old person,N3
論じる,ろんじる,to argue; to discuss; to debate,N3
論争,ろんそう,controversy; dispute,N3
論文,ろんぶん,thesis; essay; treatise; paper,N3
話し合う,はなしあう,to discuss; to talk together,N3
話題,わだい,topic; subject,N3
脇,わき,side,N3
湾,わん,bay; gulf; inlet,N3
埃,ほこり,dust,N3
罹る,かかる,to suffer from,N3
籠,かご,basket; cage,N3
贅沢,ぜいたく,luxury; extravagance,N3
轢く,ひく,to run somebody over (with vehicle); to knock someone down,N3
